FECHA	 GERENCIA CAM	 SUB GERENCIA CAM	 AREA DE CAM	 EMPRESA CONTRATISTA	 Nº ENC	 Q NC	 N IPAL
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"SILVA & CIA"	1	1	20
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Telemedida y Automatizacion"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Servicios de Negocios"	"Servicios de Negocios"	"Logística"	"SOSIAS"	1	0	0
05-2014	"Servicios de Negocios"	"Servicios de Negocios"	"Logística"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Tecnicas"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	2	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	"CAM Chile S.A"	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	"CAM Chile S.A"	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	1	40
05-2014	"Servicios de Negocios"	"Servicios de Negocios"	"Logística"	"CAM Chile S.A"	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Tecnicas"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	2	70
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	" -- SIN CONTRATISTA -- "	1	2	40
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"CAM Chile S.A"	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"SILVA & CIA"	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"SILVA & CIA"	1	0	0
05-2014	"Gerencia Operaciones"	"Telemedida y Automatizacion"	"Eléctrica"	"CODEL"	1	0	0
05-2014	"Gerencia Operaciones"	"Telemedida y Automatizacion"	"Eléctrica"	"CODEL"	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	2	40
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	" -- SIN CONTRATISTA -- "	1	2	40
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	" -- SIN CONTRATISTA -- "	1	2	40
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Servicios de Negocios"	"Servicios de Negocios"	"Logística"	"SOSIAS"	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	2	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	2	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	2	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	"CAM Chile S.A"	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"SOT (Civil - Electrico)"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	1	50
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Construccion OOEE y OOCC"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	3	40
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Telemedida y Automatizacion"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Servicios de Negocios"	"Servicios de Negocios"	"Logística"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	1	20
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Subterraneo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	60
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"CAM Chile S.A"	1	3	60
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	" -- SIN CONTRATISTA -- "	1	0	0
05-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	1	40
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Mantenimiento Aereo"	"CAM Chile S.A"	1	0	0
05-2014	"Gerencia Operaciones"	"Servicios de Distribucion"	"Servicios de Emergencia"	"CAM Chile S.A"	1	0	0
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	3	90
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	1	40
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"MCH SERVICIOS ELECTRICOS"	1	2	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	4	130
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	3	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	90
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	4	80
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	4	130
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	5	180
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	3	110
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	3	80
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	3	60
04-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	2	40
03-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	7	160
03-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"Fuster"	1	6	110
03-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
03-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	3	60
01-2014	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2009	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	0	0
05-2009	"Gerencia Operaciones"	"Operaciones Tecnicas"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	2	100
05-2009	"Servicios de Negocios"	"Servicios de Negocios"	"Logística"	" -- SIN CONTRATISTA -- "	1	2	60
05-2009	"Gerencia Operaciones"	"Operaciones Tecnicas"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	1	50
01-2009	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	"IVAN VASQUEZ"	1	1	50
01-2009	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"Eléctrica"	" -- SIN CONTRATISTA -- "	1	3	100
01-2009	"Gerencia Operaciones"	"Operaciones Comerciales & Utilities"	"SOT (Civil - Electrico)"	" -- SIN CONTRATISTA -- "	1	0	0
